Query	UserId	ChatsNum	BotAnswersNum	HelpsNum	Len	week
добрый день	474182	1	1	0	2	42
отчетность за 9 месяцев	4883220	1	1	0	4	42
Здравствуйте! Подскажите, пожалуйста, если работник ездил в служебную командировку на своем автомобиле, он должен предоставить служебную записку и путевой лист помимо чеков на бензин и счета с чеком за проживание, а договор о том, что он использует свой личный автомобиль в служебных командировках надо заключать или это необязательно?	11543526	1	0	0	48	42
Здравствуйте! Подскажите, пожалуйста, была произведена корректировка РСВ за 1 полугодие, в связи с больничным во время отпуска (в мае).Нужно ли подавать корректировку персонифицированных сведений?	1790688	1	0	0	24	42
Добре утро! ООО на ОСНО должно продавцу за оборудование. Продавец этот долг продал третьему лицу. Как ООО отразить в учете такую операци?	2093981	1	0	0	22	42
Добрый день! Как учесть утилизационный сбор, если нам пришлось его уплатить таможне по решению суда. Транспортное средство мы приобретали ещё в 2021 году для перепродажи.	4846160	1	0	0	25	42
доброе утро! Вновь принятый сотрудник проходил медицинскую комиссия. Принес договор на возмещение услуг. Договор заверен синей печатью медорганизации, но подпись скан. Можно ли принимать данный документ в учет?	3608449	1	0	0	28	42
МРОТ на 2024 год	8677835	1	0	0	4	42
справочник отчетность	18459763	1	1	1	2	42
справочник отчетность	1799525	1	1	1	2	42
jngecr gj ,thtvtyyjcnb b hjlfv	16844894	1	0	0	5	42
какой ОКТМО нужно прописывать в платежных поручениях на перечисление соц взносов на несчастные случаи на производстве?	9400001	1	0	0	16	42
Добрый день,	6688194	1	1	0	2	42
Добрый день, юридическое лицо заключило с физическим лицом договор на создание и передачу видеоролика. Доход полученный ФЛ какими налогами облагается и в каком размере (НДФЛ, Страховые взносы)?	3964356	1	0	0	27	42
Ок, поняла.. смотрела другой год( Спасибо большое!	313624	1	0	0	7	42
изменения 2023	924048	1	1	1	2	42
барабан удачи	738910	1	1	1	2	42
Вопрос не в расчете, а в методике. Есть ограничение по больничному листу, не более 2736,99. Работник работает по основному месту работу в организации А, и работает в организации б по совместительству. выбрал метод оплаты больничного листа у каждого работодателя. Как работодатель во сов-ву может оплатить больничный лист? Он рассчитывает их своего заработка и не знает заработок по основной работе, значит оплата за 1 день может быть больше ограничения. И как больничный сотруднику оплатит тогда ФСС? с учетом ограничений, те просуммирует заработок от 2 работодателей и оплатит только 2736,99 или оп	2009051	1	0	0	90	42
Здравствуйте! Бухгалтерский учет начисления компенсации за использование личного телефона?	222290	1	0	0	9	42
тест	9196972	1	1	0	1	42
Добрый день!!	629546	1	1	0	2	42
Должны ли ИП вести воинский учет?	18323195	1	0	0	6	42
Доброе утро!	1895587	1	1	0	2	42
Здравствуйте! налог на сверх прибыль	2274988	1	0	0	5	42
после вынесения решения о взыскании задолженности о наличии отрицательного сальдо по енс, за счет средств на счетах налогоплательщика, сколько дней есть у предприятия для добровольного исполнения	2092450	1	0	0	26	42
Здравствуйте, отключите пожалуйста от программ лояльности. Спасибо.	6924235	1	0	0	7	42
ОТЧЕТНОСТЬ 3 КВАРТАЛ	8675516	1	1	1	3	42
Доброе утро. Подскажите пожалуйста, можно ли предъявлять к вычету НДС с авансовых счетов-фактур, если договор не заключали?	6874346	1	0	0	17	42
Доброго утра.	4449602	1	1	0	2	42
Добрый день! Вопрос, может ли налоговый инспектор приходить по домашнему адресу к директору юридического лица ООО, если да то в каких случаях и с какими документами?	2388934	1	0	0	26	42
Здравствуйте. Можно ли инвалида уволить за прогул? И можно ли отказать инвалиду в отпуске за свой счет?	106743	1	0	0	17	42
здравствуйте	4085781	1	1	1	1	42
"Добрый день! Какой код льготы имеет льгота по НДС ""реализация товаров работ, услуг, местом которой территория РФ не является"". Какие документы, подтверждают правомерность применения данной льготы. В каком порядке принимается к вычету входной НДС в рамках данной операции? Спасибо."	18561591	1	0	0	39	42
Как отразить в учете доп.оборудование (сигнализация) на автомобиль в лизинге?	417777	1	0	0	10	42
надо ли индивидуальному предпринимателю вставать на воинский учет\	20907656	1	0	0	8	42
Нужен образец журнала учета поступления лома черных и цветных металлов приложение №5	1591079	1	0	0	12	42
Добрый день! Прошу ответить письменно на вопрос. Сотрудница ушла в декрет в 2016г с первым ребенком, не выходя на работу ушла в декрет со вторым ребенком, между вторым и третьим вышла на работу на один день и написала отпуск на 32 дня. После окончания декретного с третьим ребенком вышла на работу 15.09.2023 и хочет уйти в очередной отпуск 07.11.2023. Как рассчитать среднемесячный заработок для расчета отпускных?	3643440	1	0	0	66	42
Здравствуйте, подскажите пожалуйста как взять закрывающие документы на отгрузку если поставщик объявил себя банкротом, отгрузку они произвели	3495065	1	0	0	17	42
Доброе утро!	18690232	1	1	0	2	42
Здравствуйте	2156391	1	1	0	1	42
Здравствуйте, проконсультируйте пожалуйста по следующему вопросу: как сделать перерасчет сотруднику по больничному в 2023 г., так как отменили справку 182-н и появилась возможность запрашивать сведения о зарплате сотрудника в СФР. В форме заявления о перерасчете пособия от 08.04.2022 г №119 до сих пор причиной о перерасчете является предоставление справки 182-н.	1623115	1	0	0	50	42
тест	20902614	1	1	1	1	42
Добрый день, в августе был экспорт в Казахстан с 0 ставкой НДС. В октябре принято решение вернуть нам товар по браку. Как нам это отразить в учете? Выписать корректировочную счет-фактуру?	3809524	1	0	0	30	42
Здравствуйте	975880	1	0	0	1	42
Доброе утро! Директор сменил паспорт (45 лет). Куда-то нужно сообщать (обслуживающие банки, ИФНС и т.п.)?	3032388	1	0	0	15	42
Добрый день, если сотрудника рассчитали день в день перед отпуском, какие последствия?	2143028	1	0	0	12	42
Добрый день. Может ли коммерческая организация передать автомобиль физическому лицу по договору дарения? какие есть нюансы	741047	1	0	0	16	42
Добрый день. Подскажите. Облагается ли страховыми взносами по доп. тарифу зарплата мастеров и прорабов в строительстве в связи с досрочной пенсией или тяжелыми условиями труда ?	3614725	1	0	0	26	42
Добрый день, подскажите, пож., ООО на ОСНО является подрядчиком, занимается строительством дома. Заказчик перевел большой аванс в 3 квартале. Обязан ли подрядчик сформировать авансовую сч-фактуру и заплатить с суммы аванса в бюджет НДС?	251272	1	0	0	33	42
Здравствуйте! Не могу ни как найти образец заполнения карты специальной оценки условий труда.	2044923	1	0	0	13	42
Здравствуйте! Подскажите пожалуйста.. Выплачиваем сотрудникам компенсацию за питание и проезд к месту работы и обратно. Какие взносы начислить на эти выплаты.? Нужно ли начислять доп.тариф?	18743682	1	0	0	25	42
Добрый день!	2528011	1	1	0	2	42
Добрый день! Сотрудник принят на работу 4 октября 2023г. Вопрос. нужно выплачивать за первую половину октября когда отработает 15 рабочих дней или календарных?	17013547	1	0	0	23	42
Добрый день. С 02 октября поменялись реквизиты по уплате взносов от несчастных случаев. Если отправила по старым реквизитам, можно как то исправить платеж?	16255094	1	0	0	23	42
Здравствуйте. Сотрудник компании (работает по трудовому договору ) попросил перечислить деньги под отчетные для покупки материалов на карту физического лица который не работает в компании ,это возможно или нет?	549228	1	0	0	29	42
Добрый день. Как оформить уничтожение печати и в какие сроки это нужно сделать после ликвидации предприятия?	9714987	1	0	0	16	42
Здравствуйте. Скажите пожалуйста является ли детский кардиохирург (самая сложна хирургия) специалистом высокоспециализированным в РФ, с принятием его на работу из Казахстана по упрощенной процедуре приема на работу, где - не нужно обращаться в службу занятости населения, оформлять разрешение на привлечение и использование в работе иностранных граждан.	17235751	1	0	0	46	42
справочник отчетность	2450811	1	1	1	2	42
Здравствуйте, подскажите пожалуйста как отразить в бухгалтерском учете следующие, наше предприятие является ЕТО в ценовой зоне теплоснабжения имея в хозяйственном ведении сети теплоснабжения, поставщик теплоснабжающая организация поставляет тепловую энергию в горячей воде. до 30 июня был заключен договор по согласованной цене 1070 руб. (безНДС) с 01 июля 2023г. поставщик подымает цену в одностороннем порядке без обоснования и согласования цены и выставляет счет фактуры за июль, август, сентябрь по новой цене, нашим предприятием эти счета фактуры не приняты и во	431258	1	0	0	79	42
Почему не может, ведь у ИП нет сотрудников	2095647	1	1	0	8	42
Добрый день, должен ли ИП платить НДФЛ от сдачи имущества в аренду	8415763	1	0	0	12	42
Добрый день! подскажите пожалуйста реквизиты по которым нужно платить штраф за несвоевременную сдачу отчета СЗВ-М? ИП находится в Москве	8694492	1	0	0	19	42
Доброе утро, какими проводками провести начисление недоимки, пени и штрафа по от несчастных случаев на производстве(травматизм) по акту проверки в 1с	8276086	1	0	0	21	42
налоговая нагрузка	474040	1	1	1	2	42
Добрый день. Пожалуйста подскажите, ООО на УСН, ведет деятельность в лесу, база отдха, где нет интернета ,ККТ стоит на учете по местонахождению базы, т.е. в лесу, в связи с этим решено получать оплату через эквайринг, наличные на руки не принимаются. Вопрос можно не применять ККТ , находясь в отдаленной, труднодоступной местности и применять БСО?которые внесены в перечень,	396335	1	0	0	57	42
здравствуйте	8143924	1	1	0	1	42
добрый день, нет ли ссылки на регламент работы предприятия с международными банковскими гарантиями?	3313354	1	0	0	13	42
Какие документы нужно выдать сотруднику при увольнении ?	833725	1	1	1	8	42
Здравствуйте. Вопрос в следующем. Кто должен предоставить данные в ФИАС? Мы арендаторы .	914747	1	0	0	13	42
Добрый день ! 6 НДФЛ за 9 месяцев 2023г. порядок заполнения	16133922	1	0	0	11	42
Добрый день, умер работник, пособие на погребение кто должен выплачивать?	10231956	1	1	1	10	42
Доброе утро. Подскажите нужно ли применять налоговый вычет у работника у которого ребенок закончил школу и поступил в военное училище.	2615177	1	0	0	20	42
Новости за октябрь	17611416	1	1	1	3	42
Добрый день. ООО в ХМАО. Согласно локального акта (Положение), сотрудникам оплачиваем проезд к месту отдыха и обратно, по стоимости жд тарифа (на основании справок, если сотрудник летел самолетом). К отчету прикладываем посадочный талон и справку о стоимости жд тарифа. Нужно ли еще прикладывать сам билет, где будет указа стоимость перелета???? Или достаточно посадочного талона???	853625	1	0	0	54	42
Добрый день! По общему правилу сотрудник, понесший служебные расходы, пишет заявление об их возмещении на имя директора. На основании этого заявления производится выплата. Подскажите, пожалуйста, как быть в случае, когда директор самостоятельно оплатил стоимость проживания во время командировки? Какой заявительный документ будет служить основанием к возмещению? При этом понятно, что будет перерасход по авансовому отчету.	9824462	1	0	0	55	42
Добрый день. Подскажите в такой ситуации. Мы являемся МУПом. Получили субсидию из бюджета Республики Крым. Целью которой является финансовое обеспечение расходов юридических лиц и индивидуальных предпринимателей туристской индустрии при осуществлении ими деятельности в условиях геополитического и санкционного давления на территории Республики Крым. Необходимо ли нам руководствоваться Федеральным законом 44-ФЗ при осуществлении закупок за счет данной судсидии?	6417442	1	0	0	56	42
код 13 будет у покупателя в 8 раздела и у поставщика в 9 разделе декларации по НДС, все верно?	16400655	1	0	0	19	42
Добрый день! Организация (ООО) приобрела тепловоз маневровый ТГМ 4А для последующей сдачи в аренду другой организации. Может ли организация (ОВКЭД 68.20) применить инвестиционный вычет при расчёте налога на прибыль?	17859990	1	0	0	29	42
Добрый день. подскажите пожалуйста, при заполнении в персонифицированные сведения включаются выплаты процентов по займам (займ предоставил директор) и выплаты по договору аренды имущества?	3220318	1	0	0	23	42
добрый день.можно ли отправить уведомление о платежах в налоговую раньше срока	1902956	1	0	0	11	42
Добрый день! Есть ли заполненный образец товарной накладной на отгрузку товара с обязательными реквизитами для УСН и на возврат поставщику?	9718707	1	0	0	20	42
Доброе утро!	2921557	1	1	0	2	42
Уточните, пожалуйста, по предыдущему вопросу. Как правильно определить последний рабочий день - это будет пятница или воскресенье?	17559674	1	0	0	17	42
Здравствуйте учитывается ли в расходах финансовая помощь дочерней организации	412969	1	0	0	9	42
А если период прошлый, мы оплатили в 2023 году за 2021 год. Начисление сбора в 2021 году мы не производили.	4846160	1	0	0	20	42
добрый день.Нужна должнастная инструкция по введению Меркурия оператору.	8899400	1	0	0	8	42
справочник отчетности за 9 месяцев и 3 квартал	3772349	1	1	0	8	42
/	456189	1	0	0	1	42
Доброе утро!	2804614	1	1	0	2	42
"Добрый день!
Организация резидент Сколково применяет упрощенные методы ведения бухучета.
Должна ли она вести на счете 97 учет неисключительных прав полученных во временное пользование (по сублицензионным договорам) и списывать их в затраты равномерно в течение срока лицензионного договора или может принять в затраты единовременно?"	18590403	1	0	0	44	42
Здравствуйте, как начислить компенсацию отпуска сотрудника , который умер	1576836	1	0	0	9	42
добрый день	5913678	1	1	0	2	42
Добрый день! Должно ли СНТ, имеющий собственную скважину и лицензию на нее платить водный налог? Вода раздается через центральное водоснабжение участникам СНТ.	237722	1	0	0	22	42
"Добрый день!
Подскажите, пожалуйста, может есть статья, какие действия нужно выполнить если у ИП поменялась фамиилия?"	16617172	1	0	0	16	42
Тест	7050602	1	1	1	1	42
"Дебет 41 Кредит 76
– включена сумма утилизационного сбора в стоимость товара. Мы же должны были так отразить. Но товар уже продан."	4846160	1	0	0	22	42
Здравствуйте. Была проверка из СФР, в ходе которой проверяющие обложили взносами на травматизм справки, которые выдал Нотариус за свои услуги. Правомерно ли это?. Спасибо.	393034	1	0	0	24	42
налоговая нагрузка	223873	1	1	1	2	42
тест	9547891	1	1	1	1	42
"Здравствуйте! Заключили контракт с городом на подрядные работы. Каким проводками оформить :1). Размер обеспечения исполнения контракта: 1 390 500 рублей, что составляет 30 процентов от цены, по которой в соответствии с Федеральным законом от 05.04.2013г. № 44-ФЗ заключается контракт.
2). Размер обеспечения гарантийных обязательств: 464 028, что составляет 10 процентов от максимального значения цены контракта."	777936	1	0	0	55	42
добрый день!	685212	1	1	1	2	42
Добрый день	20527348	1	1	1	2	42
Добрый день! где можно посмотреть актуальный порядок списание средств с ЕНС?	572626	1	0	0	11	42
Доброе утро! подскажите как рассчитать сумму взносов от несчастных случаев для инвалидов в 2023 году? в яндексе нашла ответ В 2023 году взносы на травматизм будут от 0,2% до 8,5%. Для инвалидов – скидка к тарифу 60%. В примере ЕФС -1 никак не получается скидка к тарифу 0,2 , что она составляет 60 %	2463190	1	0	0	54	42
Доброе утро. Заключен договор с Министерством природопользования на забор воды, в текущем месяце был превышен лимит. Штраф за превышение допустимого забора воды можно включить в расходы по налогу на прибыль?	804890	1	0	0	30	42
Доброе утро, сотруднику при увольнении выплатили выходное пособие, как его отразить в БУ и НУ учете?	746854	1	0	0	16	42
Доброе утро. Получила вопрос :	19600123	1	0	0	5	42
"Добрый день. Постановление правительства №431 от 21.03.22г ""О внесении изменений в государственную программу РФ ""Развитие энергетики"" Коментарии"	2831759	1	0	0	17	42
Поясните, почему мой вопрос попадает под ограничения по тематике?	6933712	1	0	0	9	42
Добрый день!	18708768	1	1	0	2	42
как сдать уведомление по енп	5143392	1	0	0	5	42
"Добрый день, можно получить подробный ответ на вопрос и ссылками на статьи

Вопрос:Ответственность налогоплательщика за несвоевременное представление расчетов по налогам, а также налоговых деклараций:
-за налоговый период;
-за отчетный период."	2562467	1	0	0	31	42
Добрый день!	491415	1	1	0	2	42
да просто я не понимаю что это за сведения	8759693	1	0	0	9	42
Доброе утро!	14685665	1	1	0	2	42
Инструмент приходил на счет 10.09. Числится на счете 003.04	20597233	1	0	0	9	42
отчетность 3 квартал	2378102	1	1	1	3	42
добрый день! прошу менеджера связаться по эл почте - второй доступ- в системе- buh@mmc02.ru, просьба сбросить обновленную ссылку- на одном из компьютеров- почистили пароли- не можем зайти.	19161321	1	0	0	27	42
добрый день! Образец уведомления или соглашения о прощении долга компании учредителем - физическим лицом. Долг возник на основании договора беспроцентного займа, внесенного учредителем - ФЛ.	10235149	1	0	0	25	42
Тест	19293477	1	1	1	1	42
налоговая нагрузка	282345	1	1	1	2	42
Здравствуйте. Скажите пожалуйста если человек официально трудоустроен в одной организации, он может оказать услуги другому ИП например как самозанятый? или лучше договор ГПХ делать	9063945	1	0	0	24	42
Здравствуйте ,остаточная стоимость основного средства в налоговом и бухгалтерском учете разная , какая из них берется в качестве базовой стоимости при продаже основного средства .Дайте пжл.ссылку на информацию по этой теме	18026709	1	0	0	31	42
здравствуйте	4471767	1	1	1	1	42
"Добрый день! Подскажите пожалуйста, у меня такой вопрос: в составе бухгалтерской отчётности есть отчёт ""Анализ состояния налогового учёта по УСН в части оплаты труда и расходов на уплату налогов"", на проверку анализа уходит много времени и часто остатки по счетам учёта налога не соответствуют 
с остатками по бух.учёту, этот отчёт является обязательным или можно проигнорировать,так как налоговая проверяет налог по УСН только по книге доходов и расходов. Заранее благодарю, с уважением Любовь Семёновна."	4373838	1	0	0	74	42
при переезде в другую область в конце 2023 года - авансовые платежи по УСН за предшествующие кварталы, а также сам налог за 2023, ИП должен пересчитать по ставке, действующей в регионе по месту новой регистрации?	1599589	1	0	0	35	42
Добрый день! Организация на УСН (ДОХОДЫ МИНУС РАСХОДЫ) продает подвальное помещение после 3 лет с момента его приобретения, срок полезного использования по этому объекту был установлен 180 мес (15 лет). В 2020г. при покупке этого объекта за 3 млн. руб. его стоимость полностью включили в расходы по УСН, за 3 года начислили амортизацию 600 т.р. Цена продажи 7 млн. Вопрос: можно ли при продаже этого объекта учесть в расходах остаточную стоимость объекта и сумму амортизации? Спасибо?	9244194	1	0	0	76	42
Здравствуйте, в этом году недавно устроился новый работник, справку с предыдущих мест работы о заработке не предоставил, но стаж работы есть. Сейчас ушел на больничный. Как расчитывать больничный, если нет справки о дохода за предыдущие 2 года	6555038	1	0	0	37	42
Нужно ли переносить накопленную амортизацию со счета 02.02 на счет 02.01 после возвращения ОС из аренды?	16900954	1	0	0	16	42
"Добрый день. Нашей организацией был получен грант из федерального бюджета по программе ""Цифровые технологии"" на разработку программного обеспечения. Облагается ли этот грант налогом на прибыль?"	11959440	1	0	0	25	42
Добрый день! как снять с учета ИП в качестве работодателя?	1577562	1	1	1	10	42
как снять с учета ип в качестве работодателя	20867276	1	1	1	8	42
Доброе утро! По ЕНС у нас сейчас отрицательное сальдо. Необходимо подать уточненный расчет РСВ за 1 полугодие 2023 г. , по которому сумма получилась к доплате. Раньше, перед тем, как подать уточненку к доплате мы доплачивали недоимку и пени. Как быть сейчас? Если мы доплатим только разницу по уточненному РСВ, то ИФНС все равно распределить оплату между недоимки по другим налогам.	6159088	1	0	0	61	42
как оплатить больничный сотруднику во время отпуска, дни которого были оплачены ранее.	4098176	1	0	0	12	42
Добрый день. Если пришли деньги на расчетный счет ИП от микрофинансовой организации за физ.лицо, нужно ли пробивать чек?	3245352	1	0	0	18	42
6ндфл	319297	1	1	1	1	42
здравствуйте. ИП на усн решил завершить деятельность, в штате есть сотрудница в декрете, она была уведомлена за 14 дней о том, что будет уволена из-за закрытия ИП. Есть ли конкретные сроки для закрытия в налоговой своей деятельности?	6715401	1	0	0	37	42
барабан удача	875703	1	1	1	2	42
Добрый день!Подскажите,пожалуйста,при постановке организации на воинский учет нужно ли учитывать сотрудника который работает по совместительству в организации?	4835874	1	0	0	17	42
Добрый день. Лизинговая компания не выдала УПД на ОС взятый в лизинг, вместо этого выдан акт приема-передачи с прописанной в нем суммой и НДС. Как принять к учету такое ОС и права ли лизинговая компания?	20966033	1	0	0	35	42
добрый день, у нас сотрудница должна уйти в отпуск по беремненности и родам, но она хочет остаться работать, как можем это все оформить? на сколько часов можем привлечь ее к трудовой деятельности в день?	1854843	1	0	0	34	42
"Добрый день! Импорт товаров из ЕЭС, где стоимость товаров в договоре выражена в иностранной валюте. До момента поступления товаров были оплачены авансы.
По какому курсу определить налоговую базу по НДС исходя из договорной стоимости товаров, пересчитанной в рубли?
1.Пересчет по курсу Банка России на дату принятия товаров к учету (п. 14 приложения 18 к Договору о Евразийском экономическом союзе).
2. Или на дату оплаты аванса?"	7016075	1	0	0	65	42
Добрый день! Подскажите, пожалуйста, можно ли уволить по сокращению длительно отсутствующего по невыясненной причине сотрудника в ИП?	8546017	1	0	0	17	42
"Добрый день! Нашего руководителя приглашали на комиссию, после которой выдали протокол с рекомендацией подать уточненную декларацию по НДС (убрать из вычетов ""Сомнительного контрагента""), угрожают на проведение тематической (выездной) налоговой проверки. Руководство уточнять НДС не собирается. Подскажите, пожалуйста, варианты ответа на такие письма с пояснениями для ИФНС. И вопрос, есть ли статистика, насколько велик риск налоговой проверки в таком случае?"	3255300	1	0	0	59	42
Санаторий заключил договор с Компанией на проведение конкурса по продвижению путевок. Санаторий в качестве приза предоставляет 2 путевки, Компания за свой счет организует конкурс. Можно ли стоимость путевки принять в бух. и налоговом учете по какой статье? Отнести на рекламу? Спасибо. Санаторий на ОСНО.	1699264	1	0	0	44	42
изменения октября	19455893	1	1	1	2	42
Как оформляется расходный кассовый ордер выплата заработной платы по ведомостям	3735284	1	0	0	10	42
уведомление с октября	4056304	1	1	1	3	42
Добрый день! Подскажите, если суммы НДФЛ по уведомлениям в 3 кв не совпадают с отчетом 6 НДФЛ по срокам уплаты нужно ли уточнять уведомления?	1685693	1	0	0	24	42
"Здравствуйте, форма ""Заявление
о прекращении обязанности по уплате страховых взносов """	1894643	1	0	0	11	42
Добрый день! Подскажите пожалуйста увольнение сотрудника по 33 статье Трудового кодекса носит широкое применение. Какие действия со стороны работодателя при увольнении сотрудника по данной статье? Спасибо.	694946	1	0	0	26	42
Добрый день. штраф по пожарной безопасности облагаются ндс 20%	9494881	1	0	0	9	42
справочник отчетности за 9 месяцев 2023 года	551299	1	1	1	7	42
налоговая прислала в конце года физ лицу уведомление об оплате НДФЛ, в начисленных суммах есть доход, полученный от нашей организации, мы весь НДФЛ удержали и уплатили в бюджет, как проверить откуда взялись суммы к уплате НДФЛ физ лица?	9400001	1	0	0	38	42
Добрый день. Сотрудник нахолится в отпуске по уходу за ребенком до 1,5 лет. Нужно ли подавать сведения в СФР ?	3614725	1	0	0	20	42
доброе утро, прошу проконсультировать, мы хотим закупить дрова разделанные в виде поленьев всех пород код 02.20.14.130, нужно ли отчитываться по этому коду в ЕГАИС, спасибо	6689812	1	0	0	25	42
"Добрый день! не могу найти ответ на вопрос ""нужно ли подавать декларацию з ндфл при продажи недвижимости для семей с двумя и более детьми"" помогите пожалуйста"	207275	1	0	0	26	42
"Добрый день
в ЕФС-1 В поле «Численность работающих застрахованных лиц по обязательному социальному страхованию от несчастных случаев на производстве и профессиональных заболеваний» укажите численность застрахованных лиц в отчетном периоде. Основание — пункт 9.7 Порядка, утвержденного постановлением Правления ПФР от 31.10.2022 № 245п.

Здесь необходимо указать за полные 9 месяцев?"	16042706	1	0	0	50	42
Добрый день. Какие налоги необходимо оплатить при оплате нерезиденту из Канады за оказание консультационных услуг. Услуги оказаны не на территории РФ.	4608574	1	0	0	21	42
Добрый день. Прошу среднеотраслевые показатели	4579518	1	0	0	5	42
добрый день, до какого числа нужно отправить сведения о физ лицах за сентябрь 2023	16330247	1	0	0	14	42
День добрый, подскажите пожалуйста! В строке 110 и 112 раздела 2 формы 6-НДФЛ за 9 месяцев 23 года указываем доход за 8 месяцев или за 8 месяцев + аванс выплаченный 25.09, сумму с нарастающим итогом 200 000 или 212 069? Т.е. у сотрудника оклад 25 000 * 8 месяцев =200 000, или 8 мес*25 000+аванс(получен на карту) 25.09 -12 069=212 069	2371944	1	0	0	61	42
Здравствуйте! Какая предусмотрена ответственность за неподачу отчетности по КИК?	17919090	1	0	0	9	42
Добрый день! Вопрос по выдаче путевого листа на двух водителей. Я читала консультации Системы Главбух, и в пунктах,6,11 приказа от 28.09.2023 написано, что допускается выписка путевого листа на каждого,но что это обязанность я не нашла. И я только в ваших консультациях читаю о путевом листе на каждого водителя. Будет ли нарушением, если в одном путевом листе несколько водителей.	4262339	1	0	0	58	42
Добрый день. Подскажите пожалуйсто , обязательно на 90 счете в оборотке должено стоять количество	9089436	1	0	0	14	42
Добрый день!	19773204	1	1	0	2	42
Подскажите есть и какой-то норматив для доходов ООО от основного вида деятельности? К примеру у нас организация за последние 4 налоговых периода (квартал) получает доход с основного вида деятельности менее 10%, какие нормы контроля есть и ответственность?	4728453	1	0	0	37	42
Доброе утро! При увольнении иностранного гражданина нужно подать Уведомление в МВД о расторжении трудового договора в 3-х дневный срок. День увольнения входит в эти 3 рабочих дня?	18179131	1	0	0	27	42
Добрый день! Как учитывать расходы на оформление визы сотруднику в бухгалтерском и налоговом учете?	14872060	1	1	0	14	42
Здравствуйте,с какого возраста можно оформлять самозанятого?	1644146	1	0	0	6	42
Барабан удачи	588359	1	1	1	2	42
добрый день! подскажите требуется ли обязательное двухстороннее подписание акта взаимозачета встречных однородных прав или достаточно одной из сторон заявить о зачете?	7734029	1	0	0	21	42
